"Y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16"
"18705" "F" -0.927127933703262 1.34774057695721 0.427452259355047 0.932281797895803 0.51037220765536 1.16191788967733 0.690362593904615 -0.269470374896466 1.19970756601617 -0.232817584828385 -0.448480891126949 -1.113590942415 0.344985763687038 0.644869618809656 1.59516877586668 -0.936607519791466
"4739" "F" -1.40775413054269 -0.172553362080816 1.07398067099393 -0.0604842728608491 1.03305356118637 0.277506259316478 1.09221514718301 0.509627203409181 1.19970756601617 -0.973567138848062 -0.448480891126949 -1.113590942415 0.344985763687038 0.644869618809656 -0.230933453135143 0.0505420584035869
"18941" "R" -0.927127933703262 -0.552626846840322 -0.865604563922719 -0.556867308239175 -0.534990499406671 -0.606905371044378 -0.917047619208956 0.120078414256358 -1.52380563719874 0.137557192181454 -0.0197638553493475 0.122907994310516 -0.0750370812475673 -0.215214564858319 -0.230933453135143 0.0505420584035869
"9618" "A" 0.0341244599755994 -2.07292078587835 -0.865604563922719 -0.0604842728608491 -0.534990499406671 -0.16469955586395 -0.917047619208956 -0.659019164049289 -1.22119305906375 -0.603192361838223 -0.0197638553493475 -0.49534147405224 -1.75512846098599 -1.50534084036028 -0.687459010385598 -0.44303273069394
"4531" "D" -1.40775413054269 -0.172553362080816 0.427452259355047 1.92504786865245 1.03305356118637 1.16191788967733 0.690362593904615 0.899175992562005 1.19970756601617 0.137557192181454 1.26638725198346 1.97765639939878 0.344985763687038 0.214827526975668 2.05169433311713 0.544116847501113
"6020" "W" -0.446501736863831 1.34774057695721 2.3670374942717 2.91781393940911 3.64646032884145 0.719712074496906 -1.72075272576574 -1.04856795320211 1.80493272228615 0.507931969191293 2.98125539509387 -1.113590942415 -0.915082771116777 1.50495380247763 0.682117661365768 1.53126642569617
"15986" "J" 1.95662924733332 -0.172553362080816 -0.865604563922719 -1.0532503436175 -1.05767185293769 -1.04911118622481 2.29777280701819 -1.43811674235494 -0.918580480928762 -0.232817584828385 -1.30591496268215 0.122907994310516 0.344985763687038 -1.07529874852629 -1.14398456763605 1.03769163659864
"16522" "T" -1.40775413054269 1.34774057695721 1.72050908263281 0.932281797895803 1.55573491471739 0.719712074496906 1.09221514718301 -0.659019164049289 0.594482409746187 -0.973567138848062 -0.877197926904551 -2.35008987914051 1.18503145355625 1.50495380247763 0.225592104115312 -0.936607519791466
"3458" "C" 0.99537685365446 -0.172553362080816 0.427452259355047 1.42866483327413 1.03305356118637 0.719712074496906 -0.515195065930563 0.120078414256358 0.594482409746187 -0.232817584828385 1.26638725198346 0.122907994310516 -0.0750370812475673 -0.645256656692306 2.05169433311713 -0.44303273069394
"18877" "D" -1.40775413054269 0.20752012267869 -0.219076152283836 -0.556867308239175 -0.534990499406671 -0.606905371044378 -0.515195065930563 -0.269470374896466 -0.313355324658782 0.137557192181454 -0.0197638553493475 -0.49534147405224 1.18503145355625 -0.215214564858319 0.225592104115312 0.544116847501113
